dataset,oversampler,proportion,runtime,classifier,balanced_accuracy,geometric_mean,f1_score,precision,recall,avg_precision (AUPRC)
ecoli,SMOTE,0.7,0.0014536380767822266,KNeighborsClassifier(),0.9191919191919191,0.915633026044735,0.6,0.42857142857142855,1.0,0.42857142857142855
ecoli,SMOTE,1.0,0.0023741722106933594,KNeighborsClassifier(),0.9191919191919191,0.915633026044735,0.6,0.42857142857142855,1.0,0.42857142857142855
ecoli,SMOTE,0.5,0.0011279582977294922,KNeighborsClassifier(),0.9494949494949495,0.9481507786158797,0.7058823529411764,0.5454545454545454,1.0,0.5454545454545454
ecoli,SMOTE,0.1,0.002488851547241211,KNeighborsClassifier(),0.8964646464646464,0.8942389499810997,0.7692307692307692,0.7142857142857143,0.8333333333333334,0.6132561132561133
ecoli,SMOTE,0.3,0.0013730525970458984,KNeighborsClassifier(),0.9494949494949495,0.9481507786158797,0.7058823529411764,0.5454545454545454,1.0,0.5454545454545454
ecoli,SMOTE,0.9,0.001986980438232422,KNeighborsClassifier(),0.9191919191919191,0.915633026044735,0.6,0.42857142857142855,1.0,0.42857142857142855
ecoli,synthsonic,0.3,1.99601411819458,KNeighborsClassifier(),0.8977272727272727,0.8975274678557507,0.6285714285714286,0.4782608695652174,0.9166666666666666,0.4474148061104583
ecoli,synthsonic,0.1,1.9795403480529783,KNeighborsClassifier(),0.922979797979798,0.9229582069908971,0.7333333333333334,0.6111111111111112,0.9166666666666666,0.5691941941941943
ecoli,synthsonic,0.5,1.8691880702972408,KNeighborsClassifier(),0.9393939393939394,0.937436866561092,0.6666666666666666,0.5,1.0,0.5
ecoli,synthsonic,0.7,1.925968170166016,KNeighborsClassifier(),0.9393939393939394,0.937436866561092,0.6666666666666666,0.5,1.0,0.5
ecoli,synthsonic,1.0,1.8759770393371584,KNeighborsClassifier(),0.9393939393939394,0.937436866561092,0.6666666666666666,0.5,1.0,0.5
ecoli,synthsonic,0.9,1.9601080417633057,KNeighborsClassifier(),0.9393939393939394,0.937436866561092,0.6666666666666666,0.5,1.0,0.5
ecoli,ADASYN,1.0,0.21223902702331546,KNeighborsClassifier(),0.9090909090909092,0.9045340337332909,0.5714285714285715,0.4,1.0,0.4
ecoli,ADASYN,0.1,0.21233296394348145,KNeighborsClassifier(),0.9128787878787878,0.9128709291752768,0.6874999999999999,0.55,0.9166666666666666,0.5131756756756757
ecoli,ADASYN,0.3,0.20546293258666992,KNeighborsClassifier(),0.9242424242424243,0.9211323729436766,0.6153846153846153,0.4444444444444444,1.0,0.4444444444444444
ecoli,ADASYN,0.7,0.2097461223602295,KNeighborsClassifier(),0.9141414141414141,0.9101004495564368,0.5853658536585366,0.41379310344827586,1.0,0.41379310344827586
ecoli,ADASYN,0.5,0.21075129508972168,KNeighborsClassifier(),0.9343434343434344,0.9320337272260424,0.6486486486486487,0.48,1.0,0.48
ecoli,ADASYN,0.9,0.2080397605895996,KNeighborsClassifier(),0.9191919191919191,0.915633026044735,0.6,0.42857142857142855,1.0,0.42857142857142855
ecoli,Borderline_SMOTE1,0.9,0.003130912780761719,KNeighborsClassifier(),0.9393939393939394,0.937436866561092,0.6666666666666666,0.5,1.0,0.5
ecoli,Borderline_SMOTE1,0.7,0.0028848648071289067,KNeighborsClassifier(),0.8977272727272727,0.8975274678557507,0.6285714285714286,0.4782608695652174,0.9166666666666666,0.4474148061104583
ecoli,Borderline_SMOTE1,0.5,0.0032401084899902344,KNeighborsClassifier(),0.9393939393939394,0.937436866561092,0.6666666666666666,0.5,1.0,0.5
ecoli,Borderline_SMOTE1,0.1,0.002749919891357422,KNeighborsClassifier(),0.9747474747474747,0.9744203145947592,0.8275862068965517,0.7058823529411765,1.0,0.7058823529411765
ecoli,Borderline_SMOTE1,1.0,0.003019094467163086,KNeighborsClassifier(),0.9393939393939394,0.937436866561092,0.6666666666666666,0.5,1.0,0.5
ecoli,Borderline_SMOTE1,0.3,0.003058910369873047,KNeighborsClassifier(),0.9078282828282829,0.9077852576871217,0.6666666666666667,0.5238095238095238,0.9166666666666666,0.4891677391677392
ecoli,polynom_fit_SMOTE,0.9,0.0008001327514648438,KNeighborsClassifier(),0.9191919191919191,0.915633026044735,0.6,0.42857142857142855,1.0,0.42857142857142855
ecoli,polynom_fit_SMOTE,1.0,0.0007948875427246094,KNeighborsClassifier(),0.9191919191919191,0.915633026044735,0.6,0.42857142857142855,1.0,0.42857142857142855
ecoli,polynom_fit_SMOTE,0.7,0.0008351802825927733,KNeighborsClassifier(),0.9343434343434344,0.9320337272260424,0.6486486486486487,0.48,1.0,0.48
ecoli,polynom_fit_SMOTE,0.5,0.0008301734924316406,KNeighborsClassifier(),0.9393939393939394,0.937436866561092,0.6666666666666666,0.5,1.0,0.5
ecoli,polynom_fit_SMOTE,0.1,0.00043392181396484375,KNeighborsClassifier(),0.9381313131313131,0.9378857231185629,0.8148148148148148,0.7333333333333333,0.9166666666666666,0.6812312312312312
